Item
13210 - Coal
16910 - CONSTRUCTION IN PROCESS (Greer Steel Only)
21549 - WV Use Tax
53025 - PROPANE GAS
53040 - FUEL OIL
53065 - WASTE DISPOSAL
53605 - GASOLINE
53610 - LUBRICANTS
53615 - DIESEL FUEL
